id,nom,groupe_musculaire,equipement,url
leg-curl-inverse-sur-le-tirage-vertical,Leg curl inversé sur le tirage vertical,Ischio-jambiers,Machine,https://www.docteur-fitness.com/leg-curl-inverse-sur-le-tirage-vertical
zercher-deadlift,Zercher deadlift,Ischio-jambiers,Poids de corps / sans matériel,https://www.docteur-fitness.com/zercher-deadlift
leg-curl-allonge-avec-elastique,Leg curl allongé avec élastique,Ischio-jambiers,Élastique|Machine,https://www.docteur-fitness.com/leg-curl-allonge-avec-elastique
extension-a-la-presse-a-mollets-assis,Extension à la presse à mollets assis,Mollets,Machine,https://www.docteur-fitness.com/extension-a-la-presse-a-mollets-assis
extensions-des-mollets-avec-partenaire,Extensions des mollets avec partenaire,Mollets,Poids de corps / sans matériel,https://www.docteur-fitness.com/extensions-des-mollets-avec-partenaire
extension-des-mollets-a-la-barre-debout,Extension des mollets à la barre debout,Mollets,Barre,https://www.docteur-fitness.com/extension-des-mollets-a-la-barre-debout
extensions-des-mollets-assis-avec-barre,Extensions des mollets assis avec barre,Mollets,Barre,https://www.docteur-fitness.com/extensions-des-mollets-assis-avec-barre
elevations-des-mollets-au-donkey,Élévations des mollets au Donkey,Mollets,Poids de corps / sans matériel,https://www.docteur-fitness.com/elevations-des-mollets-au-donkey
extensions-des-mollets-au-hack-squat,Extensions des mollets au hack-squat,Mollets,Machine,https://www.docteur-fitness.com/extensions-des-mollets-au-hack-squat
extensions-des-mollets-assis-a-la-smith-machine,Extensions des mollets assis à la Smith machine,Mollets,Smith machine|Machine,https://www.docteur-fitness.com/extensions-des-mollets-assis-a-la-smith-machine
extensions-des-mollets-debout-a-la-smith-machine,Extensions des mollets debout à la Smith machine,Mollets,Smith machine|Machine,https://www.docteur-fitness.com/extensions-des-mollets-debout-a-la-smith-machine
extensions-des-mollets-debout-a-la-machine,Extensions des mollets debout à la machine,Mollets,Machine,https://www.docteur-fitness.com/extensions-des-mollets-debout-a-la-machine
extensions-des-mollets-sur-une-marche,Extensions des mollets sur une marche,Mollets,Poids de corps / sans matériel,https://www.docteur-fitness.com/extensions-des-mollets-sur-une-marche
extension-des-mollets-assis-a-la-machine,Extension des mollets assis à la machine,Mollets,Machine,https://www.docteur-fitness.com/extension-des-mollets-assis-a-la-machine
extension-des-mollets-a-la-presse,Extension des mollets à la presse,Mollets,Machine,https://www.docteur-fitness.com/extension-des-mollets-a-la-presse
